TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,555592858,555592858,1,Monasavu Catchment,Monasavu Dam,Water Dam,Water Dam,National,VI,Not Applicable,0,0,0,7.06,7.10083566129989,Not Applicable,0,Designated,2004,For-profit organisations,Not Reported,Fiji Electricity Authority/WAF,Not Reported,State Verified,1865,FJ-C,FJI,FJI,Not Applicable,Not Applicable
Polygon,555592859,555592859,1,Sovi Basin Protected Area,Sovi Basin Protected Area,Conservation Reserve,Conservation Reserve,National,II,Not Applicable,0,0,0,20,204.921836009895,Not Applicable,0,Designated,2006,Federal or national ministry or agency,Not Reported,The National Trust of Fiji,Not Reported,State Verified,1865,FJ-C,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547777,555547777,1,Yavusa Ulunivuaka,Yavusa Ulunivuaka,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,1.7,0.862272333880656,1.7,1.69965100193186,Part,0.83,Designated,2003,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547778,555547778,1,Yavusa Werelevu and Nagusu,Yavusa Werelevu and Nagusu,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,7.929,5.07624986537792,7.929,7.96173548583755,Part,3.02,Designated,2003,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547779,555547779,1,Yavusa Nasau,Yavusa Nasau,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,5.92,3.60101537609028,5.92,5.9426268687312,Part,5.47,Designated,2003,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547780,555547780,1,Yavusa Loto,Yavusa Loto,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,5.48,1.83293424342439,5.48,5.49616458757476,Part,3.16,Designated,2003,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547757,555547757,1,Dawasamu/Nasinu/Natacileka/Natale-i-ra/Silana,Vanua Dawasamu-Dawasamu/Nasinu/Natacileka/Natale-i-ra/Silana,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,150.1,144.055743778592,150.1,149.979199284863,Part,1.11,Designated,2007,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-C,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547758,555547758,1,Vacalea village/Lawaki village/Nukuvou village/Matasawalevu village/Tiliva village,Vanua Nakasaleka,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,88.032,69.1429895897085,88.032,88.0499657020457,Part,10.87,Designated,2003,Indigenous peoples,Not Reported,Kadavu Yaubula Management Support Team,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547759,555547759,1,Vanua Nasavusavu-Nagigi/Waivunia/Vivili/Nukubalavu/Yaroi,Vanua Nasavusavu-Nagigi/Waivunia/Vivili/Nukubalavu/Yaroi,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,56.6,48.1762217548305,56.6,56.7908742900444,Part,20.6,Designated,2004,Indigenous peoples,Not Reported,Cakaudrove Management Support Team,Not Reported,State Verified,1865,FJ-N,FJI,FJI,Not Applicable,Not Applicable
Polygon,315523,315523,1,Sawaieke district-Vadravadra/Somosomo/Sawaieke/Nukuloa,Vanua Sawaieke-Vadravadra/Somosomo/Sawaieke/Nukuloa,Locally Managed Marine Area,Locally Managed Marine Area,National,VI,Not Applicable,2,149.72,143.200180312947,149.72,149.676408554316,Part,9.14,Designated,2002,Indigenous peoples,Not Reported,"Qoliqoli Committee, Tikina Sawaieke",Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,902884,902884,1,Rivers Fiji (Upper Navua),Rivers Fiji (Upper Navua),"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,II,(i)(ii)(iii)(viii),0,0,0,8.59,8.23384185001371,Not Applicable,0,Designated,1997,For-profit organisations,Not Reported,Rivers Fiji (Privately Owned),Not Reported,State Verified,1865,FJ-C,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547754,555547754,1,"Vanua Namuka/Dogotuki-Visoqo, Ravuka, Cawadevo/Rauriko/Qelewara, Naur/Naduru/Nabubu, Lakeba, Nasovivi/Kedra, Lagi/Gevo Island/Druadrua Island","Vanua Namuka/Dogotuki-Visoqo, Ravuka, Cawadevo/Rauriko/Qelewara, Naur/Naduru/Nabubu, Lakeba, Nasovivi/Kedra, Lagi/Gevo Island/Druadrua Island",Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,142.56,205.534587255933,142.56,231.735357733625,Part,20.84,Designated,2004,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-N,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547767,555547767,1,Bulia Village,Birdland Island,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,20.53,41.1598172024792,20.53,41.1598172024792,Part,5,Designated,2007,Indigenous peoples,Not Reported,Bulia Yaubula Management Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,12398,12398,1,Colo-i-suva forest reserve,Colo-i-suva forest reserve,Forerst Reserve,Forerst Reserve,National,II,Not Applicable,0,0,0,4.97,4.99522823058365,Not Applicable,0,Designated,1952,Federal or national ministry or agency,Not Reported,Department of Forestry,Not Reported,State Verified,1865,FJ-C,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547755,555547755,1,Tikina Nasinu (Ovalau)-Nabobo/Levuka/Natokalau/Naikorokoro/Nasinu/Tokou/Visoto/Draiba,Yavusa Qalivakabau and Lovoniwai-Nabobo/Levuka/Natokalau/Naikorokoro/Nasinu/Tokou/Visoto/Drabia,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,21.38,13.3454200805753,21.38,21.7383330326786,Part,3.18,Designated,2006,Indigenous peoples,Not Reported,"Vanua Levuka/Natokalau/Naikorokoro/Nasinu/Tokou/Lovoni/Draiba, Qoliqoli Committee",Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547768,555547768,1,Batiki-Manuku,Manuku,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,2.77,3.81324344507387,2.77,5.55159852646883,Part,1,Designated,2000,Indigenous peoples,Not Reported,Batiki Qoliqoli Management Team,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547769,555547769,1,Rakiraki District,"Vanua Rakiraki, Ra",Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,584,712.940574596433,584,740.662325877629,Part,15,Designated,2006,Indigenous peoples,Not Reported,Tikina Chief,Not Reported,State Verified,1865,FJ-W,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547756,555547756,1,Rukurukulevu/Cuvu/Sila/Tore/Naevuevu/Yadua,Tikina Cuvu,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,9.72,8.58256376516011,9.72,9.722143689594,Part,6.72,Designated,1999,Indigenous peoples,Not Reported,Traditional Fisherman/Tikina Chief,Not Reported,State Verified,1865,FJ-W,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547760,555547760,1,Namada/Votua/Vatuolalai/Tagaqe,Yavusa Davutukia,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,9,8.26224200257415,9,8.9759597019018,Part,2.32,Designated,2002,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-W,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547781,555547781,1,Tikina Ovalau/Nasinu,Yavusa Manukuicake,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,5.84,3.43493866924148,5.84,5.86228676516582,Part,4.84,Designated,2003,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547761,555547761,1,Biausevu/Navola/Vanua Komave-Komave/Namatakula,Vanua Komave,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,3.92,4.46783661985078,3.92,4.88490856555154,Part,2.55,Designated,2004,Indigenous peoples,Not Reported,Qoliqoli committee,Not Reported,State Verified,1865,FJ-W,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547762,555547762,1,Daviqele village/Nabukelevu/Qaliira/Kabariki,Vanua Nabukelevu/Vanua Kabariki,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,21.9,18.3151555859994,21.9,21.8602821391014,Part,5.09,Designated,2006,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,315585,315585,1,Yanuca (Malolo (Mamanuca Group)-Solevu/Yaro),Vanua Malolo/Vanua Malolo-Yaro,Locally Managed Marine Area,Locally Managed Marine Area,National,VI,Not Applicable,2,68,1082.42566031365,68,1096.22772994514,Part,46.4,Designated,2003,Indigenous peoples,Not Reported,Fish Wardens,Not Reported,State Verified,1865,FJ-W,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547763,555547763,1,Mokoisa,Yavusa Mokoisa,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,6.92,45.9592133063979,6.92,53.6936237910275,Part,0.15,Designated,2005,Indigenous peoples,Not Reported,Kadavu Yaubula Management Support Team,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547782,555547782,1,Yavusa Bucabuca,Yavusa Bucabuca,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,2.21,2.194498277523,2.21,2.22053404231117,Part,1.8,Designated,2005,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,15132,15132,1,Sigatoka Sand dunes,Sigatoka Sand dunes National Park,National Park,National Park,National,II,Not Applicable,1,0,0.287870326414754,1.77,1.78243368743248,Not Reported,0,Designated,1988,Federal or national ministry or agency,Not Reported,The National Trust of Fiji,Not Reported,State Verified,1865,FJ-W,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547764,555547764,1,Tavuki village/Natumua village/Baidamudamu/Solodamu village,Vanua Tavuki,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,18.59,21.0794379454264,18.59,22.3240025533184,Part,0.14,Designated,2004,Indigenous peoples,Not Reported,"Village Chiefs, Kadavu Yaubula Management Support Team",Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547765,555547765,1,Vanua Naweni-Dromoninuku/Naweni-Naweni/Naweni-Tacilevu,Vanua Naweni-Dromoninuku/Naweni-Naweni/Naweni-Tacilevu,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,16.56,8.19910843792734,16.56,16.6227200010349,Part,3.5,Designated,2004,Indigenous peoples,Not Reported,Cakaudrove Management Support Team,Not Reported,State Verified,1865,FJ-N,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547766,555547766,1,Muainuku,Muainuku,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,2.39,4.31923844698661,2.39,4.7898051479447,Part,0.45,Designated,2005,Indigenous peoples,Not Reported,Kadavu Yaubula Management Support Team,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547770,555547770,1,Vanua Yanuca,Vanua Yanuca,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,61.34,60.0139028402093,61.34,61.449991125153,Part,9.74,Designated,2003,Indigenous peoples,Not Reported,Vanua Yanuca,Not Reported,State Verified,1865,FJ-C,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547772,555547772,1,Namaqumaqua village,Namaqumaqua,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,2.2,3.85314259376366,2.2,4.39411040152303,Part,1,Designated,2004,Indigenous peoples,Not Reported,Fish Wardens,Not Reported,State Verified,1865,FJ-C,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547771,555547771,1,Serua,Vanua Serua,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,11.3,8.34865895674446,11.3,11.3248630675184,Part,2.97,Designated,2004,Indigenous peoples,Not Reported,Fish Wardens,Not Reported,State Verified,1865,FJ-C,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547773,555547773,1,Navutulevu village,Yavusa Navutulevu,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,2.18,2.01864005345253,2.18,2.18699349037661,Part,0.54,Designated,2004,Indigenous peoples,Not Reported,Fish Wardens,Not Reported,State Verified,1865,FJ-C,FJI,FJI,Not Applicable,Not Applicable
Polygon,1516,1516,1,Tomaniivi Nature Reserve,Tomaniivi,Nature Reserve,Nature Reserve,National,Ia,Not Applicable,0,0,0,11.04,11.1038775753513,Not Applicable,0,Designated,1958,Federal or national ministry or agency,Not Reported,Department of Forestry,Not Reported,State Verified,1865,FJ-W,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547774,555547774,1,Navukailagi village/Qarani (Gau Is.)/Vione,Vanua Navukailagi,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,14.4,12.4773582005983,14.4,14.4457104038822,Part,4.89,Designated,2002,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547775,555547775,1,Yavusa Matanimudu,Yavusa Matanimudu,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,10.65,8.49531975944369,10.65,10.6799781427632,Part,3,Designated,2003,Indigenous peoples,Not Reported,Qoliqoli committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547776,555547776,1,Yavusa Nakodu/Qalitu/Wailevu,"Yavusa Nakodu, Qalitu and Wailevu",Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,1,4.77,2.55642692394735,4.77,4.78693448901402,Part,2.41,Designated,2003,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547783,555547783,1,Yavusa Nabuna,Yavusa Nabuna,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,20.77,20.5495764287064,20.77,20.7667346190813,Part,2,Designated,2005,Indigenous peoples,Not Reported,Village Chiefs,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547784,555547784,1,Yavusa Cawalevu,Yavusa Cawalevu,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,0.91,0.910285848147166,0.91,0.910285848147166,Part,0.75,Designated,2005,Indigenous peoples,Not Reported,Yavusa Cawalevu,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547785,555547785,1,Yavusa Nakaukilagi,Yavusa Nakaukilagi,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,1.04,1.04157730138226,1.04,1.04157730138226,Part,0.7,Designated,2005,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547786,555547786,1,Yavusa Cibaciba,Yavusa Cibaciba,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,1.11,1.1110933399222,1.11,1.1110933399222,Part,1,Designated,2005,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547787,555547787,1,Yavusa Kade,Yavusa Kade,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,3.72,3.72613374851428,3.72,3.72613374851428,Part,1.87,Designated,2005,Indigenous peoples,Not Reported,Qoliqoli Committee,Not Reported,State Verified,1865,FJ-E,FJI,FJI,Not Applicable,Not Applicable
Polygon,555592862,555592862,1,Qaranibuluti Nature Reserve,Qaranibuluti,Forest Reserve,Forest Reserve,National,Not Reported,Not Applicable,0,0,0,0,2.42795176236747,Not Applicable,0,Designated,1958,Federal or national ministry or agency,Not Reported,Department of Forestry,Not Reported,State Verified,1865,FJ-W,FJI,FJI,Not Applicable,Not Applicable
Polygon,3151,3151,1,Nadarivatu/Nadala Forest Reser,Nadarivatu,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,0.67,62.8105118739476,Not Applicable,0,Designated,1956,Federal or national ministry or agency,Not Reported,Department of Forestry,Not Reported,State Verified,1865,FJ-W,FJI,FJI,Not Applicable,Not Applicable
Polygon,555547788,555547788,1,Nakorotubu,Vanua Cokovata Nakorotubu,Locally Managed Marine Area,Locally Managed Marine Area,National,Not Reported,Not Applicable,2,539.5,536.236091565051,539.5,539.075148012549,Part,0.41,Designated,2006,Indigenous peoples,Not Reported,Tikina Qoliqoli Committee,Not Reported,State Verified,1865,FJ-W,FJI,FJI,Not Applicable,Not Applicable
